Rowid_,FID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,710,8203,6683285785.896733283996582,-6,47,53,16.185663781543337,12.399572110512418,132771.000000000000000,53,3,-6,15
,711,747,608608372.798349261283875,83,636,553,252.065595716198118,123.731246659900989,188293.000000000000000,303,134,83,206
,712,64122,52242551647.357101440429688,4,85,81,49.318205919965067,12.620443301776520,3162382.000000000000000,82,52,4,51
,713,89743,73116922623.885223388671875,0,423,423,72.706517499972136,42.120842922860660,6524901.000000000000000,367,50,229,59
,714,18668,15209506162.516178131103516,-1,53,54,20.942414827512319,14.366985745290378,390953.000000000000000,55,3,53,19
,715,2604,2121574568.630390405654907,17,134,117,59.656298003072195,26.425004644718729,155345.000000000000000,115,25,17,55
,716,2420,1971663001.568949699401855,34,335,301,103.090909090909093,32.378354671596107,249480.000000000000000,174,85,45,97
,717,17244,14049320991.345027923583984,-1,101,102,38.023892368360009,31.544615317501101,655684.000000000000000,103,4,-1,23
,718,32504,26482204216.114521026611328,-3,133,136,33.029350233817375,15.479389327947885,1073586.000000000000000,131,40,97,34
,719,2778,2263338767.916752815246582,306,1678,1372,667.192944564434811,265.443806061250427,1853462.000000000000000,854,349,306,581
,720,400,325894711.003132164478302,266,341,75,294.845000000000027,15.809363522924725,117938.000000000000000,69,283,267,293
,721,2227,1814418803.509938240051270,60,292,232,117.586439155815000,33.025946110711743,261865.000000000000000,165,117,184,116
,722,19546,15924845053.168052673339844,79,1538,1459,351.096643814591232,335.355333116226518,6862535.000000000000000,1294,93,79,188
,723,1150,936947294.134004950523376,666,1669,1003,981.342608695652189,195.585113268686996,1128544.000000000000000,517,955,666,930
,724,136,110804201.741064935922623,293,1604,1311,794.632352941176464,398.592870734470239,108070.000000000000000,114,401,293,654
,725,12669,10321900234.246704101562500,303,491,188,395.297734627831687,34.270488904289721,5008027.000000000000000,177,355,303,388
,726,5086,4143751250.404825687408447,59,424,365,164.935509241053865,51.947175229835530,838862.000000000000000,295,154,61,162
,727,1817,1480376724.731727838516235,256,1389,1133,928.516235553109482,339.715640558046687,1687114.000000000000000,815,1278,256,997
,728,3363,2739959782.758833885192871,35,433,398,150.348795718108818,94.592419353636103,505623.000000000000000,379,47,262,127
,729,2931,2387993494.875451087951660,128,385,257,173.836233367451371,36.047711815445894,509514.000000000000000,164,149,128,161
,730,12256,9985413945.135969161987305,189,561,372,378.613903394255885,68.989748708051323,4640292.000000000000000,326,390,189,387
,731,10602,8637839315.138017654418945,43,637,594,288.687606112054311,115.258326097139303,3060666.000000000000000,544,241,43,271
,732,13195,10750451779.215822219848633,226,489,263,342.240697233800688,51.097023036691986,4515866.000000000000000,260,345,227,342
,733,5469,4455795436.190324783325195,166,1091,925,402.776375937099999,151.734364988075299,2202784.000000000000000,634,508,166,426
,734,11711,9541382401.394201278686523,215,1589,1374,570.731961403808441,269.569635795615227,6683842.000000000000000,1176,410,216,486
,735,20083,16362358702.689758300781250,98,720,622,328.380769805307978,133.711618997330049,6594871.000000000000000,590,105,591,343
,736,11444,9323847681.799612045288086,330,363,33,343.896015379238008,5.069339703016253,3935546.000000000000000,32,346,359,344
,737,336,273751557.242631018161774,350,380,30,356.773809523809518,4.501590170036421,119876.000000000000000,26,355,372,356
,738,4003,3261391320.363845348358154,711,1588,877,1154.956532600549508,145.406799209067657,4623291.000000000000000,632,1200,711,1197
,739,7603,6194443719.392034530639648,369,772,403,474.384716559252922,53.795262354143865,3606747.000000000000000,334,458,610,468
,740,2827,2303260870.014636516571045,154,1041,887,258.122037495578354,100.237106410821951,729711.000000000000000,382,209,154,231
,741,3445,2806768198.514475822448730,78,1733,1655,265.664150943396237,260.739503445085973,915213.000000000000000,673,136,78,164
,742,9546,7777477278.089749336242676,246,616,370,389.751204693065176,89.275600486068541,3720565.000000000000000,369,310,610,369
,743,4455,3629652343.797384262084961,242,858,616,498.668237934904596,120.356287070561450,2221567.000000000000000,550,412,242,492
,744,26694,21748583538.794025421142578,99,418,319,228.081965984865519,55.936265179976033,6088420.000000000000000,312,143,99,226
,745,5601,4563340690.821357727050781,427,1100,673,594.142296018568118,105.527166109089521,3327791.000000000000000,464,462,435,597
,746,181,147467356.728917300701141,177,268,91,229.977900552486176,23.836912691077373,41626.000000000000000,72,249,177,236
,747,1832,1492597776.394345283508301,181,754,573,521.683406113537103,143.845650492779839,955724.000000000000000,480,648,181,553
,748,3356,2734256625.316278934478760,757,1487,730,943.737783075089396,126.556821613349015,3167184.000000000000000,501,852,757,899
,749,18006,14670150415.805994033813477,-7,406,413,93.207653004554032,75.628452394491816,1678297.000000000000000,379,27,-7,73
,750,18325,14930051447.830991744995117,-3,369,372,128.173042291950878,83.871088076670688,2348771.000000000000000,368,51,-3,117
,751,1821,1483635671.841759204864502,42,503,461,111.561779242174623,40.035721966858667,203154.000000000000000,174,122,42,114
,752,27304,22245572973.073802947998047,1,784,783,263.070575739818366,164.774519087041625,7182879.000000000000000,652,11,595,280
,753,5059,4121753357.412114143371582,31,1009,978,195.690452658628175,133.045576290239524,989998.000000000000000,608,142,31,151
,754,142274,115915860283.149063110351563,175,1125,950,450.665448360206369,135.422867638177081,64117976.000000000000000,788,356,862,441
,755,76,61919995.090595111250877,42,235,193,177.315789473684220,43.510195576595287,13476.000000000000000,47,194,59,194
,756,1086,884804140.373503804206848,183,1247,1064,535.821362799263397,228.152438750724997,581902.000000000000000,573,667,183,516
,757,37740,30748165983.145519256591797,44,752,708,396.377954425013229,190.861581985366001,14959304.000000000000000,683,374,44,394
,758,12553,10227390768.055795669555664,353,1342,989,531.230064526408000,66.505270270581434,6668531.000000000000000,408,524,353,528
,759,2336,1903225112.258291721343994,106,259,153,169.601883561643831,34.403501582102564,396190.000000000000000,152,194,106,169
,760,968,788665200.627579808235168,501,1255,754,731.314049586776832,158.879224521103879,707912.000000000000000,422,589,501,678
,761,1839,1498300933.836900234222412,0,133,133,32.662860250135942,29.680361473212869,60067.000000000000000,123,6,109,23
,762,12066,9830613957.409481048583984,23,503,480,242.613625062158121,127.929821947868930,2927376.000000000000000,473,28,463,261
,763,8213,6691433153.671811103820801,82,854,772,314.859856325337887,145.634602481652990,2585944.000000000000000,704,284,518,293
,764,9044,7368479415.780817985534668,-2,112,114,32.067337461300312,21.266406865714632,290017.000000000000000,110,14,-2,26
,765,44110,35938039255.870399475097656,4,544,540,94.109589662208123,82.077538283735350,4151174.000000000000000,522,24,409,69
,766,9930,8090336200.652755737304688,39,340,301,137.760825780463250,53.002128974729260,1367965.000000000000000,263,103,39,130
,767,6598,5375633257.996665000915527,106,702,596,326.095483479842358,119.415139005383281,2151578.000000000000000,536,247,107,305
,768,7986,6506487905.177534103393555,27,564,537,168.101177059854734,86.410373209260825,1342456.000000000000000,447,42,304,164
,769,19449,15845815585.749794006347656,0,31,31,13.187824566815774,6.403533255478120,256490.000000000000000,32,6,31,13
,770,9370,7634083605.248371124267578,-6,185,191,38.619316969050161,36.317500512887534,361863.000000000000000,187,9,-3,23
,771,5899,4806132250.518692016601563,6,59,53,19.582980166129854,6.387500125928393,115520.000000000000000,51,17,6,19
,772,5447,4437871227.085152626037598,-4,26,30,9.257572975950064,4.781620330983187,50426.000000000000000,31,5,-4,8
,773,3724,3034079759.439160346984863,47,460,413,99.130236305048342,37.517721682205455,369161.000000000000000,195,88,48,94
,774,7220,5882399533.606535911560059,407,1265,858,656.831301939058221,114.256693631398107,4742322.000000000000000,595,563,407,636
,775,1811,1475488304.066680908203125,151,861,710,452.581446714522372,167.655418778954925,819625.000000000000000,597,277,151,443
,776,5592,4556008059.823787689208984,153,1425,1272,394.521816881258928,217.127802720645434,2206166.000000000000000,847,254,153,310
,777,27665,22539692949.754127502441406,81,1250,1169,209.840556660039766,113.208159244609092,5805239.000000000000000,651,157,560,170
,778,6600,5377262731.551680564880371,438,860,422,661.071969696969745,88.233065002620151,4363075.000000000000000,393,696,445,676
,779,1875,1527631457.827182054519653,142,469,327,214.947733333333332,33.523427651851037,403027.000000000000000,178,202,150,213
,780,18959,15446594564.770956039428711,89,515,426,296.094677989345428,67.647637906596188,5613659.000000000000000,388,301,89,294
,781,12519,10199689717.620529174804688,121,707,586,375.784567457464675,104.194518290834225,4704447.000000000000000,524,430,121,390
,782,1152,938576767.689020633697510,456,1233,777,664.864583333333371,181.659439064462816,765924.000000000000000,459,544,456,585
,783,635,517357853.717472314834595,283,298,15,292.296062992125997,2.736265676848232,185608.000000000000000,16,293,298,293
,784,59044,48105318291.172340393066406,282,618,336,342.479286633696915,46.059665428780171,20221347.000000000000000,320,293,550,338
,785,5202,4238260716.595733642578125,362,532,170,432.037870049980768,34.647007611179056,2247461.000000000000000,166,432,519,430
,786,6709,5466069040.300034523010254,507,1317,810,819.208823967804392,136.482887359192716,5496072.000000000000000,673,765,507,775
,787,2148,1750054598.086819648742676,237,1144,907,682.519553072625740,178.943290459701529,1466052.000000000000000,679,695,237,686
,788,3012,2453987173.853585243225098,171,1014,843,298.290172642762286,153.101436733897032,898450.000000000000000,496,239,171,243
,789,3373,2748107150.533912181854248,264,820,556,453.189742069374461,65.525100969955716,1528609.000000000000000,349,481,264,458
,790,5688,4634222790.464539527893066,289,317,28,302.992967651195499,5.424875615218214,1723424.000000000000000,29,299,289,302
,791,4611,3756751281.088605880737305,409,817,408,599.943179353719415,77.239623699953896,2766338.000000000000000,362,530,409,588
,792,350,285157872.127740621566772,367,1117,750,464.608571428571452,74.326949050139518,162613.000000000000000,129,423,367,450
,793,7797,6352502654.228553771972656,16,560,544,155.520328331409530,110.388195374669095,1212592.000000000000000,474,31,16,131
,794,4111,3349382892.334691047668457,643,1138,495,779.471661396253921,56.970626307521194,3204408.000000000000000,344,759,643,774
,795,1921,1565109349.592542171478271,155,671,516,232.031233732431019,72.204435767448558,445732.000000000000000,270,173,161,209
,796,9765,7955904632.363964080810547,343,447,104,366.808909370199672,15.716573856684091,3581889.000000000000000,103,351,343,363
,797,3395,2766031359.639084339141846,364,2359,1995,1213.046833578792302,402.351225737254708,4118294.000000000000000,1244,1528,364,1328
,798,9319,7592532029.595471382141113,127,1428,1301,512.865650820903511,334.059914028981211,4779395.000000000000000,1132,491,127,453
,799,15663,12761222146.105148315429688,368,654,286,466.701015131200904,67.052891088100324,7309938.000000000000000,265,381,625,457
,800,3909,3184806063.278109073638916,298,339,41,309.294192888206680,7.145200883892016,1209031.000000000000000,42,307,339,308
,801,12368,10076664464.216846466064453,309,364,55,335.091445666235472,9.720784898120522,4144411.000000000000000,56,330,364,334
,802,6781,5524730088.280597686767578,355,1054,699,450.292877156761563,67.124716199354722,3053436.000000000000000,294,374,355,443
,803,1046,852214669.273190617561340,408,1100,692,587.305927342256268,176.925674144165782,614322.000000000000000,400,471,408,507
,804,2517,2050692468.987209081649780,17,213,196,53.936034962256656,30.926037991244293,135757.000000000000000,157,29,17,45
,805,1178,959759923.904224276542664,148,631,483,265.626485568760586,85.613017936004240,312908.000000000000000,310,152,148,253
,806,402,327524184.558147847652435,299,310,11,304.626865671641781,2.366868037164545,122460.000000000000000,12,303,310,305
,807,6530,5320231157.126132965087891,167,1340,1173,391.980398162327731,172.426779848809531,2559632.000000000000000,752,227,172,350
,808,2389,1946406161.466206789016724,35,522,487,239.863122645458361,102.909625689160237,573033.000000000000000,406,130,35,238
,809,1019,830216776.280479192733765,750,1730,980,1344.594700686948045,266.893291521644983,1370142.000000000000000,528,1610,750,1422
,810,31386,25571328498.860763549804688,47,371,324,147.385936404766454,57.833048596655217,4625855.000000000000000,272,63,298,146
,811,2419,1970848264.791441679000854,5,189,184,85.413807358412569,40.592097596473323,206616.000000000000000,159,99,154,99
,812,2920,2379031390.322865009307861,28,279,251,68.084589041095896,27.699464082316666,198807.000000000000000,134,44,128,63
,813,4077,3321681841.899424552917480,141,315,174,204.686043659553604,38.644236649420193,834505.000000000000000,165,147,290,206
,814,9208,7502096247.292102813720703,283,307,24,294.427562988705461,4.666153576088085,2711089.000000000000000,25,294,283,294
,815,28318,23071716065.466743469238281,150,340,190,244.667314075852801,33.813818880260534,6928489.000000000000000,187,250,335,249
,816,2967,2417324018.865732669830322,140,1139,999,266.945399393326568,139.889215585918521,792027.000000000000000,464,214,140,225
,817,4612,3757566017.866113662719727,187,903,716,366.556591500433626,126.300363907476438,1690559.000000000000000,541,271,188,332
,818,9947,8104186725.870388984680176,203,879,676,395.040916859354581,150.044124185043785,3929472.000000000000000,634,242,205,339
,819,3868,3151401855.400288105010986,151,287,136,205.269648397104447,35.041686493764189,793983.000000000000000,135,157,151,210
,820,4580,3731494440.985863208770752,235,1849,1614,1093.838864628821057,481.094130791137559,5009782.000000000000000,1318,1522,235,1273
,821,27850,22690419253.593078613281250,62,1707,1645,187.452998204667864,134.594952030882979,5220566.000000000000000,907,162,310,163
,822,8090,6591220530.038348197937012,384,749,365,450.330902348578491,46.551303721509065,3643177.000000000000000,243,419,569,438
,823,6161,5019593286.225743293762207,152,1529,1377,291.625710111994806,162.266951930864025,1796706.000000000000000,638,168,437,236
,824,1424,1160185171.171150445938110,317,1228,911,407.857443820224717,135.979163507034002,580789.000000000000000,281,335,328,360
,825,2,1629473.555015660822392,212,395,183,303.500000000000000,91.500000000000000,607.000000000000000,2,212,212,212
,826,100,81473677.750783041119576,201,1036,835,497.649999999999977,223.524556816471517,49765.000000000000000,86,396,201,475
,827,3429,2793732410.074350357055664,121,877,756,211.565470982793812,126.843748015212100,725458.000000000000000,455,127,210,155
,828,3257,2653597684.343003749847412,17,694,677,130.344181762358005,75.712826162517700,424531.000000000000000,332,27,253,129
,829,2275,1853526168.830314159393311,183,727,544,312.545054945054972,70.830818808826749,711040.000000000000000,324,327,183,304
,830,3488,2841801879.947312355041504,292,938,646,465.000860091743107,100.447226715150421,1621923.000000000000000,460,488,292,450
,831,58495,47658027800.320541381835938,61,637,576,302.686468928968281,92.159553836632057,17705645.000000000000000,560,354,61,312
,832,2726,2220972455.486345767974854,218,842,624,442.581071166544405,135.482266199720556,1206476.000000000000000,499,285,218,470
,833,214,174353670.386675715446472,192,271,79,227.130841121495337,19.095717635186919,48606.000000000000000,67,228,192,226
,834,3286,2677225050.890730857849121,260,1809,1549,647.117772367620205,299.600317760748283,2126429.000000000000000,928,379,260,535
,835,1986,1618067240.130551099777222,131,446,315,189.897280966767369,25.533630503030032,377136.000000000000000,129,178,131,188
,836,53327,43447468134.160072326660156,174,528,354,317.687569148836417,54.717047841596688,16941325.000000000000000,342,298,174,316
,837,2079,1693837760.438779354095459,271,515,244,355.401154401154429,33.378608770271967,738879.000000000000000,163,361,271,360
,838,4234,3449595515.968153953552246,206,379,173,301.086443079829962,34.122671674547412,1274800.000000000000000,171,302,206,305
,839,12,9776841.330093964934349,181,222,41,206.083333333333343,11.206087135520839,2473.000000000000000,11,212,181,207
,840,3973,3236949217.038610458374023,159,279,120,201.220991693934053,23.624804319450472,799451.000000000000000,115,219,267,201
,841,14036,11435645409.099906921386719,37,522,485,248.080364776289542,49.172655834595801,3482056.000000000000000,305,241,42,249
,842,23939,19503983716.759952545166016,-1,341,342,102.787334475124268,62.183166209313157,2460626.000000000000000,286,1,280,107
,843,1566,1275877793.577262401580811,-1,155,156,54.068326947637296,41.907790350868410,84671.000000000000000,154,1,136,52
,844,10193,8304611973.137315750122070,139,518,379,266.998920828019209,87.541603394851876,2721520.000000000000000,370,194,507,246
,845,2903,2365180865.105231761932373,160,604,444,380.644161212538734,89.451991443326193,1105010.000000000000000,334,426,164,409
,846,8140,6631957368.913739204406738,232,498,266,343.353562653562676,44.877171224749617,2794898.000000000000000,225,347,232,345
,847,245,199610510.489418447017670,130,201,71,156.877551020408163,14.793590246111496,38435.000000000000000,60,165,130,156
,848,1299,1058343073.982671737670898,242,613,371,368.618937644341827,58.806204171531533,478836.000000000000000,250,374,242,362
,849,1602,1305208317.567544221878052,-6,71,77,19.031835205992511,19.280785108750024,30489.000000000000000,76,4,-6,8
,850,10892,8874112980.615289688110352,139,665,526,364.042141020932775,127.194505822924413,3965147.000000000000000,501,406,140,395
,851,1915,1560220928.927495241165161,304,588,284,383.106005221932094,32.732426420817745,733648.000000000000000,158,412,304,387
,852,17,13850525.217633116990328,158,167,9,159.352941176470580,2.112739411302496,2709.000000000000000,4,159,162,159
,853,47844,38980266383.084640502929688,956,1246,290,1150.198248474207730,27.830142997023206,55030085.000000000000000,234,1121,956,1149
,854,50437,41092878847.162445068359375,-16,2344,2360,742.247100343002217,341.308703103876610,37436717.000000000000000,1999,627,-16,747
,855,219653,178959377389.927459716796875,619,1668,1049,1128.403978092718944,198.554803374215908,247857319.000000000000000,1026,1076,620,1108
,856,12202,9941418159.150547027587891,468,1006,538,702.503769873791157,68.419685967174146,8571951.000000000000000,453,668,468,692
,857,28795,23460345508.337978363037109,4,1993,1989,977.806007987497878,269.246634993473720,28155924.000000000000000,1545,1157,4,1030
,858,99708,81235774611.750747680664063,-2,1507,1509,737.933846832751669,383.905046755726687,73577908.000000000000000,1480,1108,1332,776
,859,12038,9807801327.639263153076172,0,284,284,121.825303206512714,67.683437044534244,1466533.000000000000000,281,9,1,119
,860,119285,97185876505.021545410156250,-8,1324,1332,588.212977323217501,331.056290221506856,70164985.000000000000000,1326,499,-8,568
,861,33629,27398783090.810829162597656,-10,1432,1442,344.006452763983475,183.473356530088807,11568593.000000000000000,1013,4,-10,348
,862,51119,41648529329.422782897949219,1041,1235,194,1156.697803165163577,32.310471695399322,59129235.000000000000000,195,1164,1044,1161
,863,45106,36749517086.268196105957031,1069,1591,522,1296.308318183833535,118.836974158135007,58471283.000000000000000,520,1362,1576,1298
,864,25407,20700017306.141448974609375,1073,1782,709,1323.967725429999518,108.651611357779217,33638048.000000000000000,658,1352,1073,1336
,865,4196,3418635518.422856330871582,745,1066,321,896.746425166825588,71.744921059942286,3762748.000000000000000,313,832,745,883
,866,32909,26812172611.005191802978516,20,2074,2054,1055.647421677960438,384.567689752890942,34740301.000000000000000,1796,1258,20,1173
,867,72625,59170258466.506179809570313,1020,1436,416,1132.363938037865637,68.979071260754068,82237931.000000000000000,399,1101,1020,1108
,868,2805,2285336660.909464359283447,993,1071,78,1026.520499108734384,18.676016928325911,2879390.000000000000000,79,1018,1068,1023
,869,2440,1987957737.119106292724609,685,942,257,825.190163934426209,52.965685473502766,2013464.000000000000000,240,838,685,823
,870,43227,35218626681.330986022949219,632,1409,777,944.754065745945809,135.966000153004160,40838884.000000000000000,731,1049,632,950
,871,51106,41637937751.315177917480469,1006,1202,196,1085.207353344030025,43.833021908859102,55460607.000000000000000,196,1046,1006,1078
,872,53509,43595750227.666496276855469,1039,1455,416,1186.395260610364630,93.080613261316387,63482824.000000000000000,414,1061,1437,1182
,873,118877,96853463899.798355102539063,785,2493,1708,1567.664939391135476,188.551004610272798,186359305.000000000000000,1507,1651,785,1604
,874,99514,81077715676.914230346679688,1061,1538,477,1259.613471471350749,87.897730490524168,125349175.000000000000000,478,1226,1535,1239
,875,31937,26020248463.267578125000000,996,1610,614,1212.169803049754137,98.130922730779261,38713067.000000000000000,525,1147,996,1190
,876,78583,64024460186.897834777832031,1175,1820,645,1434.246936360281552,108.948384664959875,112707427.000000000000000,580,1475,1671,1445
,877,42065,34271902545.866886138916016,917,1895,978,1273.257601331273008,117.084380616227321,53559581.000000000000000,794,1134,917,1255
,878,10669,8692426679.231042861938477,972,1035,63,1006.993813853219649,10.897564918209406,10743617.000000000000000,64,1016,972,1008
,879,52198,42527630312.353729248046875,360,2301,1941,1205.038028276945397,338.004434086084586,62900575.000000000000000,1887,1132,360,1249
,880,20123,16394948173.790071487426758,-1,2094,2095,557.264075933012009,458.481856041502624,11213825.000000000000000,1585,116,1,302
,881,44833,36527093946.008560180664063,840,1677,837,1170.403742778756623,89.480266324572639,52472711.000000000000000,591,1087,840,1145
,882,5478,4463128067.187894821166992,-6,233,239,79.940124132895221,49.836667069312611,437912.000000000000000,224,7,-6,76
,883,10757,8764123515.651731491088867,401,1054,653,659.827554150785545,140.355407226543520,7097765.000000000000000,629,553,401,628
,884,2676,2180235616.610954284667969,32,848,816,288.441704035874466,162.055721176406081,771870.000000000000000,627,211,33,234
,885,94090,76658583395.711761474609375,892,1190,298,985.950281645233304,60.813931716008042,92768062.000000000000000,292,905,1190,975
,886,20703,16867495504.744613647460938,920,970,50,949.370912428150518,8.535547144816572,19654826.000000000000000,51,942,970,949
,887,149056,121441405108.207168579101563,959,1255,296,1093.055797820953103,56.637995915954605,162926525.000000000000000,294,1110,1253,1092
,888,5111,4164119669.842521190643311,846,1056,210,926.253766386225834,35.109761271311008,4734083.000000000000000,190,889,846,925
,889,13586,11069013859.221384048461914,991,1403,412,1095.894818195200969,89.520789690331185,14888827.000000000000000,392,1069,1216,1066
,890,22487,18320985915.818580627441406,901,1352,451,1121.029528171832681,92.538892532214234,25208591.000000000000000,444,1141,1327,1131
,891,10518,8569401425.827360153198242,979,1177,198,1023.178075679787071,29.144031035434153,10761787.000000000000000,111,994,979,1016
,892,56643,46149135288.376037597656250,931,1299,368,1134.792984128665466,94.586862832802325,64278079.000000000000000,366,1157,1299,1146
,893,6164,5022037496.558266639709473,635,1353,718,1012.430564568462046,189.117078852144772,6240622.000000000000000,651,1169,635,1079
,894,16665,13577588397.167993545532227,947,1478,531,1173.089468946894613,88.335879340537815,19549536.000000000000000,471,1156,947,1167
,895,70423,57376208082.433944702148438,699,1374,675,1003.614571943825126,124.725480663305845,70677549.000000000000000,660,976,702,995
,896,6080,4953599607.247609138488770,950,1017,67,974.308552631578891,13.706721094718633,5923796.000000000000000,67,963,1014,974
,897,52610,42863301864.686958312988281,853,1287,434,1045.478692263828179,107.868448661206514,55002634.000000000000000,435,979,854,1010
,898,129174,105242808497.796478271484375,899,1131,232,995.410183163794613,48.988434060096886,128581115.000000000000000,231,998,899,997
,899,398,324265237.448116481304169,1164,1309,145,1235.776381909547808,31.562775367818794,491839.000000000000000,123,1221,1164,1237
,900,3463,2821433460.509616851806641,927,1054,127,984.564250649725636,42.963097389372486,3409546.000000000000000,127,933,946,998
,901,1318,1073823072.755320549011230,941,985,44,965.490895295902874,8.400510802785703,1272517.000000000000000,45,968,942,967
,902,21234,17300120733.601272583007813,948,1218,270,988.667137609494262,22.572718328235524,20993358.000000000000000,118,970,1112,982
,903,24898,20285316286.389961242675781,923,982,59,947.896457546790884,9.112093398681370,23600726.000000000000000,60,941,982,947
,904,6094,4965005922.132718086242676,517,894,377,676.335247784706212,64.048628361640709,4121587.000000000000000,297,672,517,680
,905,28303,23059495013.804122924804688,165,720,555,421.827191463802421,80.008357730725933,11938975.000000000000000,541,455,166,432
,906,22900,18657472204.929317474365234,625,1116,491,993.759606986899598,69.885605728613100,22757095.000000000000000,441,987,625,1001
,907,78339,63825664413.185928344726563,441,1540,1099,978.527655446201720,279.569988565789686,76656878.000000000000000,1094,1043,442,979
,908,76587,62398245578.992210388183594,331,1607,1276,904.630642276104254,254.357341847809892,69282947.000000000000000,1148,488,331,923
,909,20,16294735.550156608223915,331,370,39,347.000000000000000,10.134100848126586,6940.000000000000000,16,343,331,344
,910,24238,19747590013.234794616699219,517,2476,1959,1185.317352916907339,335.229893845882430,28729722.000000000000000,1627,1095,517,1154
,911,10578,8618285632.477830886840820,316,1962,1646,843.423425978445835,371.488965478652574,8921733.000000000000000,1451,420,316,802
,912,109030,88830750851.678756713867188,532,1542,1010,1092.173566908190423,159.179365430877084,119079684.000000000000000,964,1024,532,1078
,913,28,22812629.770219251513481,849,899,50,871.857142857142890,13.130428906373361,24412.000000000000000,23,854,849,870
,914,1201,978498869.786904335021973,340,1081,741,437.914238134887569,107.240957441544211,525935.000000000000000,272,391,340,406
,915,2039,1661248289.338466167449951,611,1068,457,997.413928396272695,73.559565213145348,2033727.000000000000000,276,1057,611,1032
,916,27582,22472069797.220977783203125,314,1812,1498,825.731745341164583,228.741716892768807,22775333.000000000000000,1105,686,314,832
,917,3705,3018599760.666511535644531,485,722,237,605.989203778677506,46.327297643218365,2245190.000000000000000,232,607,485,607
,918,1,814736.777507830411196,208,208,0,208.000000000000000,0.000000000000000,208.000000000000000,1,208,208,208
,919,13625,11100788593.544189453125000,356,1133,777,572.723009174311983,126.056188618117773,7803351.000000000000000,691,488,357,543
,920,9922,8083818306.432693481445313,259,834,575,539.312940939326722,59.325758211928878,5351063.000000000000000,383,554,259,544
,921,69782,56853961808.051422119140625,720,1744,1024,1275.965750480066390,163.565360061014559,89039442.000000000000000,951,1389,724,1285
,922,1463,1191959905.493955850601196,223,457,234,319.651401230348597,51.596071786576147,467650.000000000000000,211,233,223,324
,923,29268,23845716004.099182128906250,298,370,72,328.188157714910460,8.222358274857038,9605411.000000000000000,52,331,298,330
,924,19731,16075571357.007001876831055,343,630,287,371.022299934113846,16.293078458582787,7320641.000000000000000,120,351,454,370
,925,271693,221358279291.434967041015625,337,1297,960,628.223145241136081,192.184745390266045,170683831.000000000000000,913,537,1215,567
,926,9002,7334260471.125489234924316,275,299,24,284.080204399022421,3.736013574045424,2557290.000000000000000,25,283,299,284
,927,172897,140865544620.771362304687500,163,484,321,291.531206440828953,69.311083474374385,50404871.000000000000000,319,350,163,284
,928,6033,4915306978.704740524291992,339,535,196,428.417371125476564,35.588591292505136,2584642.000000000000000,187,418,339,424
,929,60541,49324979247.101562500000000,228,393,165,321.104838043639859,27.991076523156440,19440008.000000000000000,162,325,383,324
,930,8640,7039325757.667654991149902,324,447,123,339.338773148148164,6.141440624094502,2931887.000000000000000,53,342,360,339
,931,8940,7283746790.920003890991211,381,896,515,439.572147651006730,33.946253849595081,3929775.000000000000000,242,426,498,436
,932,524,426922071.414103150367737,546,674,128,590.799618320610648,24.478061525324389,309579.000000000000000,100,569,546,587
,933,12263,9991117102.578523635864258,338,550,212,375.406833564380634,43.386132152206237,4603614.000000000000000,212,347,534,358
,934,27241,22194244556.090808868408203,377,466,89,399.087037920781199,9.290511002906641,10871530.000000000000000,83,398,446,399
,935,257,209387351.819512426853180,499,617,118,539.342412451361838,22.212965305045177,138611.000000000000000,76,521,499,534
,936,52834,43045802902.848709106445313,403,860,457,475.617746148313586,53.319788172411791,25128788.000000000000000,402,458,403,461
,937,24410,19887724738.966140747070313,277,355,78,304.274108971732915,12.830095292788911,7427331.000000000000000,76,295,347,301
,938,14441,11765613803.990579605102539,332,1343,1011,451.340696627657337,99.228174314061761,6517811.000000000000000,591,381,635,417
,939,6080,4953599607.247609138488770,290,313,23,300.755263157894717,4.540530769369782,1828592.000000000000000,24,299,290,300
,940,93617,76273212899.950561523437500,249,352,103,298.362701218795735,16.685445385735100,27931821.000000000000000,103,294,352,295
,941,6022,4906344874.152154922485352,312,344,32,332.953835934905328,4.318119785726513,2005048.000000000000000,32,333,312,333
,942,23067,18793533246.773124694824219,360,978,618,471.759179780638988,61.126844717237525,10882069.000000000000000,466,459,625,463
,943,36053,29373705039.489810943603516,284,550,266,324.686655756802509,28.008922518760485,11705928.000000000000000,137,290,415,328
,944,67823,55257892460.913581848144531,337,1061,724,476.880070182681379,140.529890034933146,32343437.000000000000000,637,370,337,420
,945,37737,30745721772.812995910644531,337,1127,790,508.572488539099538,191.383361788180991,19192000.000000000000000,738,356,1065,424
,946,12087,9847723429.737146377563477,315,470,155,342.721518987341767,18.940717417279842,4142475.000000000000000,144,337,315,338
,947,2288,1864117746.937916040420532,589,917,328,728.746940559440532,94.934584762332662,1667373.000000000000000,318,630,594,726
,948,373,303896818.010420739650726,555,997,442,713.683646112600513,117.881940648013654,266204.000000000000000,218,660,555,677
,949,15998,13034158966.570270538330078,472,1197,725,808.342480310038809,168.750827819110270,12931863.000000000000000,676,943,472,852
,950,11358,9253780318.933937072753906,227,513,286,362.470857545342483,45.938178457505444,4116944.000000000000000,279,339,227,358
